id,name,state,dist,tmax,tmax_sflag,tmin,tmin_sflag,prcp,prcp_sflag,date
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,15.0,W,9.4,W,23.0,W,2018-03-01
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,12.2,W,3.9,W,3.0,W,2018-03-02
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,11.7,W,2.2,W,0.0,W,2018-03-03
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,11.7,W,1.7,W,0.0,W,2018-03-04
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,9.4,W,-0.5,W,0.0,W,2018-03-05
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,7.8,W,0.6,W,76.0,W,2018-03-06
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,10.6,W,1.1,W,8.0,W,2018-03-07
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,7.8,W,1.1,W,0.0,W,2018-03-08
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,7.8,W,0.6,W,0.0,W,2018-03-09
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,9.4,W,-0.5,W,0.0,W,2018-03-10
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,11.1,W,-0.5,W,0.0,W,2018-03-11
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,7.8,W,1.1,W,3.0,W,2018-03-12
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,8.3,W,0.6,W,0.0,W,2018-03-13
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,6.7,W,0.0,W,0.0,W,2018-03-14
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,12.8,W,-0.5,W,0.0,W,2018-03-15
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,8.3,W,1.1,W,0.0,W,2018-03-16
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,7.8,W,0.0,W,0.0,W,2018-03-17
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,15.0,W,1.1,W,0.0,W,2018-03-18
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,13.3,W,2.2,W,0.0,W,2018-03-19
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,6.1,W,0.0,W,221.0,W,2018-03-20
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,2.2,W,0.0,W,124.0,W,2018-03-21
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,9.4,W,1.1,W,0.0,Z,2018-03-22
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,10.6,W,1.7,W,0.0,W,2018-03-23
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,11.1,W,0.6,W,0.0,W,2018-03-24
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,8.9,W,1.1,W,0.0,W,2018-03-25
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,10.0,W,1.1,W,0.0,W,2018-03-26
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,8.9,W,1.1,W,5.0,W,2018-03-27
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,14.4,W,6.1,W,25.0,W,2018-03-28
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,25.6,W,8.9,W,0.0,W,2018-03-29
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,25.0,W,7.2,W,0.0,W,2018-03-30
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,16.1,W,3.9,W,0.0,W,2018-03-31
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,19.4,W,10.0,W,0.0,W,2018-04-01
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,12.2,W,5.6,W,5.0,W,2018-04-02
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,13.3,W,6.7,W,3.0,W,2018-04-03
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,22.8,W,5.6,W,0.0,W,2018-04-04
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,13.3,W,1.1,W,0.0,W,2018-04-05
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,22.2,W,6.7,W,0.0,W,2018-04-06
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,19.4,W,2.8,W,0.0,W,2018-04-07
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,10.6,W,1.1,W,0.0,W,2018-04-08
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,7.8,W,3.3,W,5.0,W,2018-04-09
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,12.8,W,3.3,W,0.0,W,2018-04-10
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,13.9,W,6.1,W,0.0,W,2018-04-11
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,25.6,W,7.2,W,0.0,W,2018-04-12
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,30.0,W,15.6,W,0.0,W,2018-04-13
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,29.4,W,17.2,W,0.0,W,2018-04-14
USW00013743,"WASHINGTON REAGAN AP          ",VA,3.1914537035899615,20.6,W,8.9,W,33.0,W,2018-04-15
