id,name,state,dist,tmax,tmax_sflag,tmin,tmin_sflag,prcp,prcp_sflag,date
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,26.7,W,17.2,W,0.0,W,2018-03-01
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,23.3,W,14.4,W,0.0,W,2018-03-02
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,22.2,W,13.3,W,0.0,W,2018-03-03
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,23.9,W,18.9,W,3.0,W,2018-03-04
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,26.7,W,17.2,W,97.0,W,2018-03-05
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,22.2,W,12.2,W,20.0,W,2018-03-06
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,18.9,W,8.9,W,0.0,W,2018-03-07
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,18.3,W,10.0,W,0.0,W,2018-03-08
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,22.8,W,8.9,W,0.0,W,2018-03-09
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,29.4,W,19.4,W,0.0,W,2018-03-10
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,26.1,W,15.0,W,0.0,W,2018-03-11
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,18.9,W,9.4,W,0.0,W,2018-03-12
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,20.6,W,8.3,W,0.0,W,2018-03-13
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,21.1,W,8.9,W,0.0,W,2018-03-14
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,22.8,W,10.6,W,0.0,W,2018-03-15
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,27.2,W,19.4,W,0.0,W,2018-03-16
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,27.8,W,20.0,W,0.0,W,2018-03-17
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,28.3,W,20.6,W,0.0,W,2018-03-18
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,29.4,W,18.9,W,0.0,W,2018-03-19
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,22.2,W,11.7,W,0.0,W,2018-03-20
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,23.3,W,8.3,W,0.0,W,2018-03-21
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,23.9,W,10.6,W,0.0,W,2018-03-22
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,26.1,W,14.4,W,0.0,W,2018-03-23
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,26.7,W,20.0,W,0.0,W,2018-03-24
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,27.8,W,18.3,W,0.0,W,2018-03-25
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,27.2,W,20.0,W,0.0,W,2018-03-26
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,26.1,W,21.1,W,0.0,W,2018-03-27
USW00012918,"HOUSTON HOBBY AP              ",TX,15.046022290744206,25.6,W,21.1,W,30.0,W,2018-03-28
